37600300011,,
37600300020,1764,1760
37600300120,,
37600300504,1890,1952
37600301000,0,0
37600301100,1142,1147
37600301200,392,395
37600301508,319,321
37600301900,48,49
37600301950,,
37600302000,565,566
37600302007,599,607
37600303001,,
37600303100,,
37600303101,195,237
37600303120,865,883
37600303150,,
37600303200,,
37600303501,1730,1731
37600304002,101,110
37600304100,,
37600305801,308,312
37600305820,,
37600305900,,
37600306002,,
37600306201,146,146
37600306301,,
37600306500,,
37600307002,,
37600307507,,
37600307600,,
37600307610,,
37600307620,375,382
37600307640,494,501
37600307755,,
37600307770,,
37600308008,,
37600308009,,
37600308050,,
37600308251,,
37600308300,,
37600309002,,
37600309103,,
37600309202,,
37600309251,,
37600309503,,
37600310000,,
37600310502,,
37600311003,1851,1856
37600311254,897,905
37600311310,,
37600311351,,
37600311360,,
37600311400,641,650
37600311460,691,699
37600311500,,
37600311541,227,230
37600311642,,
37600312004,197,197
37600312100,,
37600312503,153,153
37600313004,,
37600313503,567,579
37600314006,878,891
37600314450,,
37600314460,673,696
37600314500,313,322
37600314550,425,428
37600315001,,
37600315230,,
37600315501,,
37600315540,,
37600315550,,
37600315601,,
37600315660,,
37600315700,,
37600316005,2890,2905
37600316050,,
37600316100,89,89
37600316120,,
37600316502,,
37600316700,,
37600317005,,
37600317201,,
37600317500,,
37600317550,,
37600317580,,
37600317600,,
37600318001,1230,1238
37600318250,,
37600319008,1412,1412
37600319251,418,418
37600319505,,
37600320502,436,456
37600320530,,
37600320541,868,872
37600320550,,
37600322000,1403,1420
37600323002,,
37600323010,198,203
37600324000,,
37600324100,,
37600324150,770,770
37600324500,4042,4057
37600324510,24,24
37600324602,,
37600324700,,
37600324800,1975,2047
37600324850,,
37600325250,1256,1323
37600325270,,
37600325501,931,931
37600326000,1738,1740
37600327501,,
37600328005,571,582
37600328100,237,237
37600328756,461,461
37600329001,,
37600329400,377,379
37600329460,606,625
37600329502,,
37600329503,,
37600329504,943,1028
37600333410,,
37600333505,,
37600334701,,
37600335001,,
37600335010,99982,99982
37600335501,,
37600337500,,
37600337540,521,540
37600337550,339,339
37600337560,,
37600337600,313,325
37600337650,,
37600337700,,
37600337800,1114,1130
37600337810,,
37600337815,,
37600337820,,
37600337820,,
37600337830,,
37600337840,,
37600337860,8,12
37600337890,,
37600338002,19,19
37600338040,,
37600338050,,
37600338100,971,0
37600338250,4387,4399
37600338300,64,64
37600338500,930,939
37600338600,1986,1998
37600338690,79,79
37600339250,,
37600339520,,
37600339530,1272,1272
37600339540,,
37600339550,213,214
37600339560,132,132
37600339590,427,433
37600340201,353,364
37600340301,821,821
37600340400,,
37600340410,406,414
37600340450,841,859
37600340500,423,423
37600340600,1077,1106
37600340700,1142,1148
37600341001,1453,1482
37600341020,0,167
37600342600,,
37600343002,,
37600343200,,
37600343504,,
37600343800,,
37600344000,772,792
37600344700,,
37600344750,,
37600344751,,
37600346001,1052,1052
37600346501,,
37600346530,,
37600346660,706,714
37600347010,,
37600347020,,
37600347030,,
37600347050,,
37600347051,467,475
37600347080,,
37600347501,1672,1686
37600348502,46,46
37600348800,569,581
37600348900,,
