37601010860,153,159
37601010870,126,131
37601010890,401,408
37601010920,193,198
37601010930,196,205
37601010950,59,60
37601010960,102,102
37601010990,67,71
37601011000,951,955
37601011020,168,170
37601011030,15,16
37601011050,101,105
37601011060,674,682
37601011070,1063,1072
37601011450,308,310
37601011490,116,118
37601011500,1177,1182
37601011550,21,30
37601011560,1260,1262
37601011600,424,433
37601011610,202,202
37601011620,216,228
37601011625,841,846
37601011630,2376,2376
37601011650,630,630
37601011685,262,267
37601011700,254,258
37601011725,114,116
37601011745,211,213
37601011760,70,72
37601011770,768,782
37601011790,130,130
37601011800,109,109
37601011810,206,207
37601011830,433,438
37601011840,206,206
37601011860,276,279
37601011870,201,204
37601011890,1046,1047
37601011930,429,439
37601011960,539,539
37601011970,37,37
37601011980,87,90
37601012060,215,218
37601012080,71,74
37601012090,71,75
37601012100,242,242
37601012190,189,192
37601012200,603,607
37601012210,74,82
37601012600,158,161
37601013010,25,25
37601013011,398,406
37601013040,438,438
37601013050,933,933
37601013075,67,68
37601013106,27,27
37601013130,73,80
37601013140,489,489
37601013160,283,287
37601013170,560,571
37601013200,456,456
37601013235,164,167
37601013240,222,222
37601013260,639,645
37601013700,656,656
37601013710,157,163
37601013720,8,8
37601013770,317,322
37601013980,97,97
37601014095,3240,3254
37601014100,580,596
37601014200,443,443
37601015150,243,243
37601015200,449,454
37601015310,176,183
37601015390,316,320
37601015450,220,229
37601015460,1116,1122
37601015480,167,167
37601015510,530,530
37601015525,81,84
37601015530,716,723
37601015545,1544,1547
37601015549,231,236
37601015560,598,611
37601015620,74,74
37601016000,118,124
37601016020,109,109
37601016040,463,464
37601016050,289,294
37601016060,283,290
37601016070,29,37
37601016080,259,265
37601016150,344,347
37601016160,24,28
37601016180,187,197
37601016190,126,131
37601016200,324,324
37601016228,544,544
37601016240,1016,1016
37601016250,296,296
37601016260,412,418
37601016290,167,172
37601016310,580,584
37601016320,570,570
37601016330,317,321
37601016350,848,858
37601016360,223,225
37601016553,1218,1227
37601016557,151,151
37601016565,662,662
37601016592,604,604
37601016600,149,159
37601016615,287,291
37601016620,161,165
37601016690,354,362
37601016730,27,27
37601016740,64,69
