37600800010,255,266
37600800015,396,401
37600800021,986,998
37600800030,195,199
37600800040,1355,1361
37600800050,391,391
37600800051,137,137
37600800060,19,19
37600800202,914,918
37600800250,456,457
37600800300,316,0
37600800500,342,345
37600801002,642,642
37600801402,1647,1649
37600801450,77,77
37600802001,1899,1911
37600802010,347,347
37600802160,24,24
37600802200,185,189
37600802220,633,637
37600802250,496,496
37600802302,109,114
37600802500,4094,4103
37600802750,55,55
37600803004,18,0
37600803010,186,189
37600803070,569,578
37600803100,539,539
37600803200,2,4
37600803250,1324,1326
37600803300,71,71
37600803410,1070,1085
37600803440,882,894
37600803450,188,202
37600803460,114,124
37600803470,576,583
37600803490,335,339
37600803500,2654,2659
37600803540,122,125
37600803550,264,271
37600803600,2380,2389
37600803650,8,8
37600803701,1343,1349
37600803901,514,514
37600804001,2456,2457
37600804101,462,462
37600804150,592,600
37600804160,1084,1093
37600804170,71,73
37600804180,1066,1069
37600804200,1814,1814
37600804210,406,413
37600804240,615,621
37600804250,1171,1171
37600804300,1200,1200
37600804402,244,248
37600805006,904,911
37600805500,126,130
37600805640,827,827
37600805650,353,356
37600805700,628,645
37600806000,2680,2714
37600806250,237,237
37600806255,2904,2930
37600806301,165,166
37600806501,90,90
37600806550,587,602
37600806560,564,594
37600806621,271,271
37600806882,172,183
37600807103,763,775
37600807200,2447,2469
37600807251,1034,1042
37600807260,1473,1482
37600807295,134,16
37600807300,753,753
37600807311,2959,2964
37600807373,60,75
37600807381,1369,1369
37600807390,879,879
37600807501,789,789
37600807510,2143,2148
37600807600,906,906
37600807781,501,501
37600807871,441,441
37600807880,15,35
37600808200,723,723
37600808501,1203,1203
37600809008,813,820
37600809100,970,982
37600809110,0,0
37600809200,266,271
37600809250,719,719
37600809301,219,219
37600809310,1736,1736
37600809331,649,679
37600809550,431,434
37600809600,229,233
37600809650,823,846
37600809750,1358,1358
37600809800,1235,1235
37600810006,260,5
37600810130,3479,3479
37600810250,278,285
37600810501,77,88
37600811002,815,834
37600811050,334,355
37600811060,1198,1198
37600811070,343,367
37600811100,1042,1051
37600811120,2243,2243
37600811200,648,648
37600811240,2859,2886
37600811300,105,112
37600811500,621,645
37600811800,1769,1772
37600812000,143,158
37600812010,249,262
37600812540,779,820
37600812550,699,708
37600812750,5405,5407
37600813007,666,671
37600813020,220,231
37600813121,286,286
37600813130,327,327
37600813350,80,81
37600813490,288,293
37600813500,829,829
37600813540,1305,1309
37600813551,1564,1591
37600813600,498,507
37600813605,501,514
37600813610,148,182
37600813620,236,239
37600813625,131,170
37600813630,115,120
37600813635,134,138
37600813640,408,408
37600813645,591,607
37600813650,9166,9201
37600813660,779,808
37600813670,611,628
37600813700,72,72
37600813710,1065,1066
37600813721,135,135
37600813750,256,264
37600814000,1384,1393
37600814100,296,300
37600814150,412,421
37600814253,861,861
37600814260,145,147
37600814300,7983,7983
37600814310,70,78
37600814408,1004,1006
37600814503,295,302
37600814750,451,458
37600814801,434,436
37600814900,573,581
37600814940,303,303
37600814950,153,159
37600814960,550,557
37600814970,311,314
37600814980,394,406
37600814991,738,744
37600815000,46,47
37600815001,177,182
37600815100,263,267
37600815110,786,792
37600815120,12,12
37600815130,1048,1057
37600815140,1137,1145
37600815160,943,957
37600815170,536,538
37600815180,1729,1732
37600815200,1169,1169
37600815220,2197,2197
37600815241,438,440
37600815250,2779,2781
37600815284,251,258
37600815292,234,234
37600815300,199,205
37600815310,824,830
37600815320,327,327
37600815350,1016,1016
37600815360,1186,1192
37600815400,334,340
37600815450,504,512
37600815460,405,429
37600815465,151,153
37600815470,585,585
37600815475,461,486
37600815480,12,12
37600815510,1204,1204
37600815632,642,642
37600815640,982,985
37600815650,273,276
37600815660,936,947
37600815670,171,171
37600815680,1194,1198
37600815690,199,206
37600815695,1352,1361
37600815700,613,613
37600815701,229,237
37600815710,711,711
37600815720,2745,2745
37600815730,277,277
37600815750,371,377
37600815755,3462,3503
37600815760,898,898
37600815765,739,748
37600815770,891,891
37600815775,873,891
37600815780,55,55
37600815785,2208,2208
37600815790,569,582
37600815800,734,740
37600815810,236,244
37600815820,1188,1192
37600815830,311,317
37600815850,7274,7274
37600815870,1390,1393
37600815880,1580,1588
37600815890,1622,1630
37600815900,390,401
37600815910,700,704
37600815920,197,200
37600815930,481,488
37600815960,107,107
37600816000,222,237
37600816010,73,75
37600816020,1052,1071
37600816030,488,493
37600816080,136,140
37600816130,815,820
37600816140,500,500
37600816150,7,7
37600816160,866,866
37600816180,1755,1760
37600816201,646,654
37600816250,764,766
37600816305,200,203
37600816500,263,276
37600817001,1389,1391
37600817500,208,208
37600818000,147,147
37600818100,2125,2140
37600818120,1017,1040
37600818250,2251,2302
37600818501,461,475
37600818630,296,298
37600818800,7514,7576
37600818901,196,200
37600819104,1472,1472
37600819250,1269,1278
37600819301,1817,1826
37600819400,1688,1692
37600819500,401,401
37600819600,199,199
37600820001,1058,1076
37600820040,779,849
37600820050,950,950
37600820210,560,560
37600820221,621,621
37600820230,664,664
37600820240,107,110
37600820250,416,416
37600820501,456,456
37600820550,40,41
37600820580,677,680
37600820615,1746,1746
37600820631,1702,1702
37600820640,9420,9420
37600820650,1096,1096
37600820660,135,137
37600820670,742,742
37600820680,50,50
37600820690,1223,1223
37600820701,262,262
37600820750,518,518
37600821000,490,9
37600821600,2936,2936
