03/08/2023 22:40,37601002030,RH3772TL2L,500
03/08/2023 21:10,37500407100(01),RH356VLKTD,350
03/08/2023 20:18,,RH346P1G7Y,
03/08/2023 19:40,37600715210,RH386J5WME,"2,280.00"
03/08/2023 18:41,37600904560,RH3869AVNO,"1,980.00"
03/08/2023 18:39,37600904200,RH33692Y6B,"1,500.00"
03/08/2023 18:38,37600903400,RH3468VYUK,"1,660.00"
03/08/2023 18:01,37601139150,RH3163JFMV,"1,000.00"
03/08/2023 17:17,37600738501,RH395XPALF,"3,500.00"
03/08/2023 16:18,37700101240(01),RH365QS4SU,350
03/08/2023 16:16,37700101240(01),RH385QK9F8,350
03/08/2023 15:36,37600815850,RH355MEH6L,"1,000.00"
03/08/2023 14:53,37700152560-01,RH305I2BP4,"5,250.00"
03/08/2023 14:05,37600241510,RH345D4HC8,350
03/08/2023 12:28,37500104500,RH315376ZP,"5,000.00"
03/08/2023 12:05,37500312400,RH3950VZKD,"3,415.00"
03/08/2023 11:24,37600911750,RH354WV8Y1,300
03/08/2023 10:05,37600123700,RH304P22JI,450
03/08/2023 09:58,37600123700,RH304OFEEE,500
03/08/2023 09:18,37601006010,RH304KVCR6,"1,000.00"
03/08/2023 09:16,37700106450(01),RH394KP0YB,350
03/08/2023 09:10,37700151570(01),RH324K6GQA,510
03/08/2023 08:59,37600733660(03),RH324J6F8A,"1,000.00"
03/08/2023 08:57,37600733660,RH334J2PWL,750
03/08/2023 08:56,37500169300(01),RH304IXEEW,350
03/08/2023 08:50,37500135100(01),RH364IGQXY,350
03/08/2023 08:46,37700100150,RH354I4IQ5,"1,100.00"
03/08/2023 08:45,37500133750(01),RH304I1WO6,350
03/08/2023 08:42,37600450950,RH384HS39W,350
03/08/2023 08:29,37600816000,RH354GQQK3,"3,800.00"
03/08/2023 07:24,37600650180,RH384C325M,"1,870.00"
02/08/2023 20:24,,RH243QA8FM,
02/08/2023 20:02,37600822480,RH253N60C1,"4,410.00"
02/08/2023 19:51,37600628760,RH243LFZ7S,"1,000.00"
02/08/2023 19:47,37600338002,RH293KTM87,650
02/08/2023 18:20,37600311003,RH2636K1HY,"5,300.00"
02/08/2023 17:21,37600217445,RH232YHML7,"1,050.00"
02/08/2023 16:22,37600539145,RH282RFYV4,800
02/08/2023 15:56,37600704950,RH232OOEEZ,600
02/08/2023 15:17,37601009540,RH292KOWDD,700
02/08/2023 15:15,37601009490,RH212KHPGB,700
02/08/2023 14:57,37700105380(01),RH262IQTBU,510
02/08/2023 14:52,37600805700,RH232I8S1B,"1,450.00"
02/08/2023 14:25,37600709510,RH262FJBM2,990
02/08/2023 13:22,37600913970,RH222925FE,350
02/08/2023 12:37,37600217300,RH2424HOG6,"1,770.00"
02/08/2023 12:35,37600515050,RH2524ADD3,"2,800.00"
02/08/2023 12:19,37500335550,RH2022R7VG,"4,820.00"
02/08/2023 12:14,37600217541,RH28229H1W,350
02/08/2023 12:10,100,RH2921V0UP,"1,750.00"
02/08/2023 11:58,37500329250,RH2020Q1IS,"1,050.00"
02/08/2023 11:27,37600816030,RH201XNZMG,"1,500.00"
02/08/2023 11:22,37601010890,RH261X5P34,"1,000.00"
02/08/2023 10:29,37700112200(01),RH241RXHV0,"6,100.00"
02/08/2023 10:26,37700103950(01),RH221RO488,"15,400.00"
02/08/2023 10:25,375000235550(01),RH211RL4ML,350
02/08/2023 10:20,37601009360,RH261R3P5A,350
02/08/2023 10:20,37600160970(03),RH281R0H12,"1,000.00"
02/08/2023 10:18,37600160970,RH221QVH52,"4,000.00"
02/08/2023 09:27,37500222500,RH231M6MVB,"3,170.00"
02/08/2023 09:14,37700110040,RH251KXW4P,"1,900.00"
02/08/2023 08:57,37600516401,RH291JGGPR,"1,115.00"
02/08/2023 08:33,37600815695,RH291HEC4L,700
02/08/2023 08:24,37500404500(01),RH281GOAWA,350
02/08/2023 07:29,37600613051,RH241CPCMM,"2,060.00"
02/08/2023 04:58,37600148870,RH2818EXKM,800
02/08/2023 04:11,37600733503,RH23184M49,300
01/08/2023 22:43,37194176766,RH1413IFS4,300
01/08/2023 20:21,,RH18ZQ668M,
01/08/2023 19:53,37601131500,RH16ZM0QJO,"1,050.00"
01/08/2023 19:36,37601104500,RH11ZJ8FIB,700
01/08/2023 19:29,37600534250,RH18ZI6UQS,350
01/08/2023 16:04,37600227100,RH13YQ92M5,"1,000.00"
01/08/2023 15:56,37600704660,RH18YPFMTS,"2,000.00"
01/08/2023 15:00,37500226100,RH19YJV2TT,350
01/08/2023 14:43,37600316100,RH10YI5O8G,700
01/08/2023 13:26,37600131752,RH11YAB7EP,700
01/08/2023 13:25,37600140500,RH18YA6SEG,"1,680.00"
01/08/2023 12:51,37500349050,RH10Y6R224,"1,950.00"
01/08/2023 12:46,37601006670,RH18Y69N42,"3,000.00"
01/08/2023 12:33,37600232520,RH13Y4ZPZZ,350
01/08/2023 12:19,37601111100,RH16Y3ME12,400
01/08/2023 11:53,37500217200,RH16Y12TNM,"2,100.00"
01/08/2023 11:41,37600831120,RH18XZZQOU,400
01/08/2023 11:27,37500210150,RH14XYJGYI,500
01/08/2023 09:18,37601017101,RH13XMDEW9,350
01/08/2023 09:09,37500336450,RH15XLLX3J,350
01/08/2023 09:08,37500110800,RH19XLH6GL,350
01/08/2023 07:43,37600704740,RH10XEQASY,910
31/07/2023 22:12,37600915765,RGV8X1ZMA2,840
31/07/2023 21:20,37601002030,RGV8WXGDU4,550
31/07/2023 20:24,,RGV8WQN2UA,
31/07/2023 16:02,37601011685,RGV4VQE9A4,500
31/07/2023 15:51,37601009680,RGV7VP9CF5,500
31/07/2023 15:14,37600729365,RGV2VLH6ZC,"3,000.00"
31/07/2023 15:00,37600513006,RGV5VK54PF,"2,450.00"
31/07/2023 12:36,37500141500,RGV4V5W5V0,430
31/07/2023 12:03,37500338400,RGV6V2MB5U,"1,500.00"
31/07/2023 11:53,37600734750,RGV3V1PWOP,"1,000.00"
31/07/2023 10:42,37500408550,RGV8UUNBEA,"1,000.00"
31/07/2023 10:40,37600817500,RGV7UUIXDD,"1,000.00"
31/07/2023 10:34,37600815632,RGV9UTXMMN,"1,000.00"
31/07/2023 08:44,37700100990(01),RGV9UK1ADZ,"5,000.00"
31/07/2023 07:48,37600113503,RGV8UFORSE,"1,980.00"
31/07/2023 06:24,37600733503,RGV4UBI2SK,300
30/07/2023 20:28,,RGU2TTA266,
30/07/2023 12:16,37600106621,RGU7SBEUGX,500
30/07/2023 12:10,37600821910,RGU3SAZ8L1,"1,070.00"
30/07/2023 12:08,37600915770,RGU8SAREWC,700
30/07/2023 09:42,37600733503,RGU4RYME3E,300
29/07/2023 13:05,37700105100,RGT6PKSK44,"1,750.00"
29/07/2023 11:21,37600307640,RGT3PAJMBB,350
29/07/2023 09:26,37600340410,RGT9OZOEBL,"1,400.00"
29/07/2023 09:00,37600820680,RGT1OXGAML,400
29/07/2023 08:53,37600907460,RGT9OWWPID,"1,000.00"
