STOCK  WORKSHEET AS AT  2022-05-13
ITEM NO , CODE ,  ITEM  , UNITS , CATEGORY , LOCATION , QUANTITY , UNIT PRICE , VALUE , PHYSICAL COUNT ,  DIFFERENCE , REMARKS
194,MC00154,SELF LOCKING NUT 90185 - 12046,PC,MOTOR CYCLE SPARES,L3,1,50.00,50.00
195,MC00155,SIDE COVER 18G -21711 - 10JS L/H,PC,MOTOR CYCLE SPARES,L3,1,600.00,600.00
196,MC00156,SIDE COVER LOCK IE6 - 21708 - 00,PC,MOTOR CYCLE SPARES,L3,1,302.00,302.00
197,MC00157,SIDE COVER DAMPER - 90480 - 12053,PC,MOTOR CYCLE SPARES,L3,16,14.50,232.00
198,MC00158,SIDE MIRROR ASSY RH/LH YAMAHA CRUX,PC,MOTOR CYCLE SPARES,L3,0,"1,935.62",0.00
199,MC00159A,SIDE STAND 18G - 27311-00,PC,MOTOR CYCLE SPARES,L3,1,"1,988.82","1,988.82"
200,MC00159B,SLINDER 2T5 - 26244 - 00,PC,MOTOR CYCLE SPARES,L3,1,153.00,153.00
201,MC00160,SHAFT 2N - 422141 -00,PC,MOTOR CYCLE SPARES,L3,1,850.00,850.00
202,MC00161,SHIFT PEDAL 2A6 - 18111 - 00,PC,MOTOR CYCLE SPARES,L3,0,733.12,0.00
203,MC00162,SHIFT SHAFT ASSY 4F21 -4F2 - 18101 -02,PC,MOTOR CYCLE SPARES,L3,2,840.00,"1,680.00"
204,MC00163,SHIM 401 -22127-00,PC,MOTOR CYCLE SPARES,L3,4,50.00,200.00
205,MC00164,SHOCK BOOT,PC,MOTOR CYCLE SPARES,L3,2,"2,980.48","5,960.96"
206,MC00165A,SHOCK ABSORBER REAR,PC,MOTOR CYCLE SPARES,L3,0,"29,902.30",0.00
207,MC00165B,SHOCK ABSORBER 5VLF2-YBR,PC,MOTOR CYCLE SPARES,L3,0,"6,803.56",0.00
208,MC00166,SHOCK BOOT CLIPS,PC,MOTOR CYCLE SPARES,L3,0,30.00,0.00
209,MC00167A,SPARK PLUG BP 6 E3YBR,PC,MOTOR CYCLE SPARES,DR16,3,449.96,"1,349.88"
210,MC00167B,SPARK PLUG B8ES- DT,PC,MOTOR CYCLE SPARES,L3,0,490.36,0.00
211,MC00168,SPARK PLUG ASSY.,PC,MOTOR CYCLE SPARES,L3,1,"2,038.95","2,038.95"
212,MC00169A,SPEEDOMETER,PC,MOTOR CYCLE SPARES,L3,1,"1,124.00","1,124.00"
213,MC00169B,SPEED GEAR HONDA 125CC,PC,MOTOR CYCLE SPARES,L3,0,450.00,0.00
214,MC00170,SPEEDOMETER ASSY.18G - 83570 -10,PC,MOTOR CYCLE SPARES,L3,0,"1,124.00",0.00
215,MC00171,SPEEDOMETER CABLE YBR,PC,MOTOR CYCLE SPARES,L3,1,"1,783.49","1,783.49"
216,MC00172,SPEEDOMETER CABLE 18G,PC,MOTOR CYCLE SPARES,L3,1,"1,781.76","1,781.76"
217,MC00173A,SPRING SET  - 184 - 12460,PC,MOTOR CYCLE SPARES,L3,2,75.00,150.00
218,MC00174A,"SPRING, COMPRESS 90501",PC,MOTOR CYCLE SPARES,L3,1,70.14,70.14
219,MC00174B,SPROCKET DRIVEN YAMAHA CRUX,PC,MOTOR CYCLE SPARES,L3,0,0.00,0.00
220,MC00175,SOCKET 3718 -  431260,PC,MOTOR CYCLE SPARES,L3,1,675.30,675.30
221,MC00176,SOURCE COIL 3J0 - 85513 - 20,PC,MOTOR CYCLE SPARES,L3,1,"1,140.00","1,140.00"
222,MC00178A,STAND SPRING,PC,MOTOR CYCLE SPARES,L3,4,50.00,200.00
223,MC00178B,STARTER RELAY 5VL-H1940-01,PC,MOTOR CYCLE SPARES,L3,0,"2,584.65",0.00
224,MC00179,STOP SWITCH 3J0 - 8253 - 20,PC,MOTOR CYCLE SPARES,L3,1,475.00,475.00
225,MC00180,SWING ARM REPAIR KIT,SET,MOTOR CYCLE SPARES,L3,0,800.00,0.00
226,MCOO181,SWITCH HANDLE 18G - 83972 - 01,PC,MOTOR CYCLE SPARES,L3,1,"4,955.00","4,955.00"
227,MC00182,SWITCH HANDLE IR6 - 83976 - 01,PC,MOTOR CYCLE SPARES,L3,2,504.00,"1,008.00"
228,MC00183,TACHOMETER CABLE 18G - 83560 -00,PC,MOTOR CYCLE SPARES,L3,0,"1,603.00",0.00
